Référence,Auteurs,anneecreation,titre,Date_acquisition,Entrée_base,Ecole_pays,Identifiant_Museofile,Nom_officiel_musée,genre,Sujet_représenté,Statut_juridique,Mode_acquisition_simplifié,Mode_acquisition,Ville,Région,latitude,Longitude,largeur,hauteur,techniques,support,genre_simplifie,image,image_Bool,datenaissance,anneenaissance,datemort,anneemort,nationalité,lieunaissance,lieumort,mouvement
11040000447,TOCQUE Louis,1755,"Portrait d'Abel Poisson, marquis de Marigny (1727-1781), surintendant des bâtiments du roi",1987,2008,France,M1104,musée Carnavalet – histoire de Paris,portrait,"portrait (Poisson Abel François, Marigny marquis de, homme, haut fonctionnaire, ordre du Saint-Esprit)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,127,161,Non renseigné,Non renseigné,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Tocqu%C3%A9%20-%20Portrait%20d%27Abel%20Poisson%2C%20marquis%20de%20Marigny%20%281727-1781%29%2C%20surintendant%20des%20b%C3%A2timents%20du%20roi%2C%20Vers%201755.jpg,True,1696-11-19,1696,1772-02-10,1772,France,Paris,Paris,Non renseigné
11040000448,POURBUS Frans II,1613,"Portrait de Marie de Médicis (1573-1642), reine de France",1987,2008,Flandres,M1104,musée Carnavalet – histoire de Paris,portrait,"portrait (Marie de Médicis, femme)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,57,65,peinture à l'huile,Non renseigné,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20II%20Pourbus%20-%20Portrait%20de%20Marie%20de%20M%C3%A9dicis%20%281573-1642%29%2C%20reine%20de%20France%20-%20P2338%20-%20Mus%C3%A9e%20Carnavalet.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11040000450,CHAMPAIGNE Philippe de,1654,"Portrait de Germain Piètre, procureur de la Ville de Paris (1641-1654)",1989,2008,Flandres,M1104,musée Carnavalet – histoire de Paris,portrait,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,90,105,Non renseigné,Non renseigné,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20de%20Champaigne%20-%20Portrait%20de%20Germain%20Pi%C3%A8tre%2C%20procureur%20de%20la%20Ville%20de%20Paris%20%281641-1654%29%20-%20P2361%20-%20Mus%C3%A9e%20Carnavalet.jpg,True,1602-05-26,1602,1674-08-12,1674,"France, Pays-Bas",Bruxelles,Paris,classicisme
11040000451,FAURET Léon,1930,Livraison de voitures au Grand Palais pour le Salon de l'automobile,1989,2008,France,M1104,musée Carnavalet – histoire de Paris,Non renseigné,scène,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,86,67,peinture à l'huile,masonite,Non renseigné,,False,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11040000452,Anonyme,1637,"Martyre de saint Jean l'évangéliste, à la porte Latine",1989,2008,,M1104,musée Carnavalet – histoire de Paris,Non renseigné,"scène biblique (saint Jean, martyre, angelot, palme)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,59,70,Non renseigné,Non renseigné,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Atelier%20de%20Charles%20Le%20Brun%20-%20Martyre%20de%20saint%20Jean%20l%27%C3%A9vang%C3%A9liste%2C%20%C3%A0%20la%20porte%20Latine%20-%20P2365%20-%20Mus%C3%A9e%20Carnavalet.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11040000453,RIGAUD Hyacinthe dit,1680,"Portrait de Jean de La Fontaine (1621-1695), poète",1990,2008,France,M1104,musée Carnavalet – histoire de Paris,portrait,"portrait (La Fontaine Jean de, poète, homme, en buste)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,65,81,peinture à l'huile,Non renseigné,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20de%20La%20Fontaine.PNG,True,1659-07-18,1659,1743-12-29,1743,France,Perpignan,Paris,Baroque
11040000454,RESTOUT Jean,1725,Portrait de l'abbé Louis-Firmin Tournus,1990,2008,France,M1104,musée Carnavalet – histoire de Paris,portrait,"portrait (Tournus abbé, abbé, en buste, assis, de trois-quarts, prière, crucifix)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,73,92,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/JeanRestout1.jpg,True,1692-03-26,1692,1768-01-01,1768,France,Rouen,Paris,rococo
11040000455,CHAMPAIGNE Philippe de,1640,"Portrait de Louis XIII (1601-1643), roi de France",1991,2008,Flandres,M1104,musée Carnavalet – histoire de Paris,portrait,"portrait (Louis XIII, roi de France, armure, ordre du Saint-Esprit)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,77,87,Non renseigné,Non renseigné,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous%20-%20Portrait%20de%20Louis%20XIII%20%281601-1643%29%2C%20roi%20de%20France%20-%20P2465%20-%20Mus%C3%A9e%20Carnavalet.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11040000456,VOUET Simon atelier,1600,Hélène offrant à Ménélas la potion de la reine Polydamne,1992,2008,France,M1104,musée Carnavalet – histoire de Paris,peinture mythologique,"scène mythologique (Hélène, couronne, récipient pour la boisson, Ménélas, armure, Télémaque, Pisistrate)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,,,peinture à l'huile,bois,Peinture mythologique,http://commons.wikimedia.org/wiki/Special:FilePath/Vouet%20Simon%20H%C3%A9l%C3%A8ne%20offrant%20%C3%A0%20M%C3%A9n%C3%A9las%20la%20potion%20de%20la%20reine%20Polydamne.jpg,True,1590-01-09,1590,1649-06-30,1649,France,Paris,Paris,Baroque
11040000457,DEMACHY Pierre Antoine,1777,"L'Hôtel de la Monnaie, le quai de Conti et la Seine, vus de la pointe de la Cité",1993,2008,France,M1104,musée Carnavalet – histoire de Paris,Non renseigné,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,78,62,peinture à l'huile,Non renseigné,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Antoine%20Demachy%20-%20L%27H%C3%B4tel%20de%20la%20Monnaie%2C%20le%20quai%20de%20Conti%20et%20la%20Seine%2C%20vus%20de%20la%20pointe%20de%20la%20Cit%C3%A9%20-%20P2507%20-%20Mus%C3%A9e%20Carnavalet.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11040000458,LEPAULLE François Gabriel Guillaume,1835,"Jean-Pierre Dantan (1800-1869), dans son atelier, modelant le buste de Lépaulle",1993,2008,,M1104,musée Carnavalet – histoire de Paris,portrait,"portrait (Dantan, Jean-Pierre, homme, sculpteur, sculpture : en buste, intérieur : atelier d'artiste)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,74,85,peinture à l'huile,Non renseigné,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Carnavalet%20-%20Jean-Pierre%20Dantan%2001.jpg,True,1804-01-21,1804,1886-01-01,1886,France,Versailles,Ay,Non renseigné
11040000460,LANEUVILLE Jean-Louis,1793,Portrait de Marie-Jean Hérault de Séchelles,1995,2008,France,M1104,musée Carnavalet – histoire de Paris,portrait,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,55,63,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Louis%20Laneuville%20-%20Portrait%20de%20Marie-Jean%20H%C3%A9rault%20de%20S%C3%A9chelles%20%281759-1794%29%20-%20P2539%20-%20Mus%C3%A9e%20Carnavalet.jpg,True,1756-12-26,1756,1826-03-26,1826,France,Paris,Paris,Non renseigné
11040000462,GONDOUIN Emmanuel,1920,"Georges Clemenceau (1841-1929), assis dans une voiture descendant les Champs-Élysées",1972,2008,France,M1104,musée Carnavalet – histoire de Paris,Non renseigné,"portrait (Clémenceau Georges, homme politique, assis, voiture)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,120,142,Non renseigné,Non renseigné,Non renseigné,,False,1883-01-29,1883,1934-01-06,1934,France,Versailles,Paris,cubisme
11040000463,GARNEREY Jean François,1780,La partie de trictrac,1997,2008,France,M1104,musée Carnavalet – histoire de Paris,Non renseigné,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,51,61,peinture à l'huile,bois,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Fran%C3%A7ois%20Garneray%20-%20La%20partie%20de%20trictrac%20-%20P2571%20-%20Mus%C3%A9e%20Carnavalet.jpg,True,1755-01-01,1755,1837-06-11,1837,France,Paris,Auteuil,Non renseigné
11040000464,NOUFFLARD Berthe,1910,Le Carnaval (Souvenir d'un ballet russe),1997,2008,France,M1104,musée Carnavalet – histoire de Paris,Non renseigné,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,121,102,peinture à l'huile,masonite,Non renseigné,,False,1886-07-05,1886,1971-10-11,1971,France,Paris,Paris,Non renseigné
11040000465,LEVEILLE André,1920,Le central téléphonique de la rue Bergère,1999,2008,,M1104,musée Carnavalet – histoire de Paris,Non renseigné,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,92,108,peinture à l'huile,masonite,Non renseigné,,False,1880-05-09,1880,1962-12-24,1962,France,Lille,Paris,Non renseigné
11040000466,DENNERY Gustave Lucien,1889,La rue Auber sous la pluie,2001,2008,,M1104,musée Carnavalet – histoire de Paris,Non renseigné,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,72,102,Non renseigné,Non renseigné,Non renseigné,,False,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11040000467,GERVEX Henri,1909,Une soirée au Pré Catelan,2000,2008,France,M1104,musée Carnavalet – histoire de Paris,Non renseigné,scène,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,318,217,peinture à l'huile,bois,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Alexandre%20Gervex%20-%20Une%20soir%C3%A9e%20au%20Pr%C3%A9%20Catelan%20-%201909.jpg,True,1852-12-10,1852,1929-06-07,1929,France,Montmartre,Paris,Non renseigné
11040000468,LAPEYRE Edmond,1909,Portrait d'Anna de Noailles (1876-1933) aux courses,2001,2008,France,M1104,musée Carnavalet – histoire de Paris,portrait,"portrait (Noailles Anna de, femme de lettres, course, ombrelle, chien, chapeau)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,63,86,Non renseigné,Non renseigné,Portrait,,False,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11040000469,TRUCHET Abel,1895,"Scène de rue, dit aussi Terrasse d'un café",2001,2008,France,M1104,musée Carnavalet – histoire de Paris,Non renseigné,"scène;paysage (Paris, cadre urbain, boulevard, débit de boisson, table, chaise, homme, femme)",propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,49,37,Non renseigné,Non renseigné,Non renseigné,,False,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11040000470,PILS Isidore Alexandre Augustin,1872,Minerve combattant la Force brutale devant l'Olympe réuni,2002,2008,France,M1104,musée Carnavalet – histoire de Paris,Non renseigné,scène mythologique,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,87,50,peinture à l'huile,Non renseigné,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous%20-%20Minerve%20combattant%20la%20Force%20brutale%20devant%20l%27Olympe%20r%C3%A9uni%20-%20P2754%20-%20Mus%C3%A9e%20Carnavalet.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11040000471,GUILLAUME Albert,1914,Les retardataires,2005,2008,,M1104,musée Carnavalet – histoire de Paris,Non renseigné,scène,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,91,47,peinture à l'huile,masonite,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Anonyme%20-%20Les%20retardataires%20-%20P2805%20-%20Mus%C3%A9e%20Carnavalet.jpg,True,1873-02-14,1873,1942-08-10,1942,France,Paris,Faux,Non renseigné
11040000472,DEVAMBEZ André Victor Edouard,1937,"La colline de Chaillot pendant l'exposition Internationale de 1937, vue de la Tour Eiffel",2004,2008,France,M1104,musée Carnavalet – histoire de Paris,Non renseigné,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,53,48,Non renseigné,masonite,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9%20Devambez%20-%20La%20colline%20de%20Chaillot%20pendant%20l%27exposition%20Internationale%20de%201937%2C%20vue%20de%20la%20Tour%20Eiffel%20-%20P2807%20-%20Mus%C3%A9e%20Carnavalet.jpg,True,1867-05-26,1867,1944-03-18,1944,France,Paris,Paris,Non renseigné
11140000919,Anonyme,1801,Portrait de Jean-François Trébuchet,,2008,,M1114,Maison de Victor Hugo,portrait,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,65,81,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous%20-%20Portrait%20de%20Jean-Fran%C3%A7ois%20Tr%C3%A9buchet%20-%20215%20-%20Maison%20de%20Victor%20Hugo.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11140000920,Anonyme,1701,Portrait de Renée-Louise Trébuchet,,2008,,M1114,Maison de Victor Hugo,portrait,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,65,81,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous%20-%20Portrait%20de%20Ren%C3%A9e-Louise%20Tr%C3%A9buchet%20-%20216%20-%20Maison%20de%20Victor%20Hugo.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11140000922,HUGO Georges,1880,Victor Hugo descendant de son cabinet de travail à Hauteville House,,2008,,M1114,Maison de Victor Hugo,Non renseigné,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,46,54,peinture à l'huile,Non renseigné,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%2C%20Georges%20-%20Victor%20Hugo%20descendant%20de%20son%20cabinet%20de%20travail%20%C3%A0%20Hauteville%20House%20-%20268%20-%20Maison%20de%20Victor%20Hugo.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
11140000972,BOULANGER Louis,1839,Madame Victor Hugo,,2008,France,M1114,Maison de Victor Hugo,Non renseigné,Non renseigné,propriété de la commune,mode d'acquisition inconnu,mode d'acquisition inconnu,Paris,Ile-de-France,48.8589,2.3469,89,116,peinture à l'huile,bois,Non renseigné,,False,1806-03-11,1806,1867-03-07,1867,France,Verceil,Dijon,Non renseigné
5002D001634,LALAISSE François Hippolyte,1843,Paludière,1952,2009,France,M5002,musée des civilisations de l'Europe et de la Méditerranée,nu,"figure (femme : paludier, de face, de dos, pied : nu, costume traditionnel : Batz-sur-Mer, châle);représentation d'objet (outil : paludier)",propriété de l'État,achat,achat,Marseille,Provence-Alpes-Côte d'Azur,43.2804,5.3806,,,gouache aquarelle,papier,Nu,http://commons.wikimedia.org/wiki/Special:FilePath/Lalaisse%20Paludi%C3%A8re.png,True,1810-01-27,1810,1884-03-13,1884,France,Nancy,Paris,Non renseigné
50110000822,LORIMIER Henriette,1807,Autoportrait,1938,2002,France,M5011,musée national Magnin,autoportrait,"autoportrait (Lorimier Henriette, assis, pinceau, chevalet, peintre, tableau, chaise, art de la peinture)",propriété de l'État,don,legs,Dijon,Bourgogne-Franche-Comté,47.322982,5.041742,73,92,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Henriette%20Lorimier.jpg,True,1775-08-07,1775,1854-04-01,1854,France,Paris,Paris,Non renseigné
50110001035,BARDIN Jean Hippolyte,1762,Ruines d'aqueduc à Rome,1938,2008,France,M5011,musée national Magnin,paysage,"paysage (Rome, ruines, aqueduc, personnage)",propriété de l'État,don,legs,Dijon,Bourgogne-Franche-Comté,47.322982,5.041742,,,gouache,papier carton,Paysage,http://commons.wikimedia.org/wiki/Special:FilePath/Bardin%20Rovine.jpg,True,1732-10-31,1732,1809-10-06,1809,France,Montbard,Orléans,Non renseigné
50130000006,ALBANI Francesco,1635,Apollon et Mercure ou l'Allégorie de l'Air,1693,1996,Italie,M5013,musée national du château de Fontainebleau,allégorie,"scène mythologique(Apollon, Mercure, rencontre);ciel (nuée, l'Olympe, dieu gréco-romain, déesse gréco-romaine);fond de paysage (feuillu, mont Hélicon, vache, les muses, Pégase);allégorie;air",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Fontainebleau,Ile-de-France,48.404676,2.70162,,,peinture à l'huile,toile cuivre,Allégorie,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco%20Albani%20-%20Apollo%20and%20Hermes%20%281635%29.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
50130000079,BOULANGER Clément,1834,Le baptême de Louis XIII au château de Fontainebleau,1834,1996,France,M5013,musée national du château de Fontainebleau,Non renseigné,"scène historique (baptême, Louis XIII, nourrisson, château, Fontainebleau)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Fontainebleau,Ile-de-France,48.404676,2.70162,274,227,peinture à l'huile,bois,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Fontainebleau%20Ch%C3%A2teau%20de%20Fontainebleau%20Innen%20Gem%C3%A4lde%201.jpg,True,1805-01-01,1805,1842-09-28,1842,France,Paris,Manisa,Non renseigné
50130000190,LAURENT Jean Antoine,1818,Clotilde suppliant Clovis son époux d'embrasser le christianisme avant son départ pour la bataille de Tolbiac,1818,1996,France,M5013,musée national du château de Fontainebleau,Non renseigné,"scène historique (sainte Clotilde, Clovis Ier, conversion, catholicisme)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Fontainebleau,Ile-de-France,48.404676,2.70162,,,Non renseigné,Non renseigné,Non renseigné,,False,1763-10-31,1763,1832-02-11,1832,France,Baccarat,Épinal,Non renseigné
50130000273,DUPERREUX Alexandre Louis Robert Millin,1819,Vue du château de Fontainebleau avec Henri IV relevant Sully,,1997,France,M5013,musée national du château de Fontainebleau,peinture d'architecture,"scène historique (Henri IV, Sully);vue d'architecture (château, parc, Fontainebleau, bassin d'eau)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Fontainebleau,Ile-de-France,48.404676,2.70162,280,190,peinture à l'huile,bois,Vue d'architecture,http://commons.wikimedia.org/wiki/Special:FilePath/Fontainebleau%20Ch%C3%A2teau%20de%20Fontainebleau%20Innen%20Gem%C3%A4lde%202.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
50130000305,HONTHORST Gerrit Van,1624,Femme accordant un luth,,1997,Pays-Bas,M5013,musée national du château de Fontainebleau,Non renseigné,"scène (femme, en buste, nudité, musique, luth, veste (rayure))",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Fontainebleau,Ile-de-France,48.404676,2.70162,67,83,peinture à l'huile,bois,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Femme%20accordant%20son%20luth.JPG,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
50130000417,Giulio PIPPI,1600,"Isabelle de Requesens, reine de Naples",,1997,Italie,M5013,musée national du château de Fontainebleau,portrait,"portrait (Aragon Jeanne d', femme, assis, intérieur)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Fontainebleau,Ile-de-France,48.404676,2.70162,110,128,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Do%C3%B1a%20Isabel%20de%20Requesens%20-%20Giulio%20Romano%20-%2001.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
50130000427,RICCIARELLI Daniele,1552,David et Goliath,,1997,Italie,M5013,musée national du château de Fontainebleau,art sacré,"scène biblique (David, Goliath, combat singulier)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Fontainebleau,Ile-de-France,48.404676,2.70162,1,1,peinture à l'huile,ardoise,Art sacré,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Louvre%20%286284456433%29.jpg,True,1509-01-01,1509,1566-04-24,1566,Italie,Volterra,Rome,Non renseigné
50130000488,STUPFLER Henri,1743,L'Innocence,,1997,France,M5013,musée national du château de Fontainebleau,scène de genre,"scène (femme, fillette, homme, cage, oiseau, lien, grivoiserie, parc)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Fontainebleau,Ile-de-France,48.404676,2.70162,96,85,peinture à l'huile,bois,Scène de genre,,False,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
5013M000276,FRANCAIS François Louis,,Coupe de bois près de Louveciennes,,1997,France,M5013,musée national du château de Fontainebleau,paysage,paysage (forêt),propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Fontainebleau,Ile-de-France,48.404676,2.70162,118,136,peinture à l'huile,bois,Paysage,,False,1814-11-17,1814,1897-05-28,1897,France,Plombières-les-Bains,Paris,École de Barbizon
5013M000290,GENDRON Auguste Ernest,1855,"Le jour du dimanche, scène florentine du XVème siècle",,1997,France,M5013,musée national du château de Fontainebleau,Non renseigné,"scène (Florence, époque Renaissance)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Fontainebleau,Ile-de-France,48.404676,2.70162,251,162,peinture à l'huile,bois,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Fontainebleau%20Ch%C3%A2teau%20de%20Fontainebleau%20Innen%20Gem%C3%A4lde%203.jpg,True,1817-03-17,1817,1881-07-11,1881,France,Paris,Paris,Non renseigné
50160000005,RICHARD FLEURY François,1835,Charles VII écrivant ses adieux à Agnès Sorel,2000,2004,France,M5016,musée national des châteaux de Malmaison et de Bois Préau,Non renseigné,"scène (Charles VII, écriture, abandon, Agnès Sorel, fenêtre, intérieur, mobilier)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Rueil-Malmaison,Ile-de-France,48.877761,2.187376,56,47,peinture à l'huile,bois,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20VII%20pr%C3%AAt%20%C3%A0%20partir%20pour%20aller%20combattre%20les%20Anglais-Fleury%20Fran%C3%A7ois%20Richard-MBA%20Lyon%202014.jpg,True,1777-02-25,1777,1852-03-14,1852,France,Lyon,Écully,Non renseigné
50160000017,LAURENT Jean Antoine,,Héloïse embrassant la vie monastique,,2004,,M5016,musée national des châteaux de Malmaison et de Bois Préau,Non renseigné,"scène (intérieur, Héloïse, religieuse, couvent, Argenteuil)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Rueil-Malmaison,Ile-de-France,48.877761,2.187376,0,0,Non renseigné,Non renseigné,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Antoine%20Laurent%20-%20H%C3%A9lo%C3%AFse%20embrassant%20la%20vie%20monastique.jpg,True,1763-10-31,1763,1832-02-11,1832,France,Baccarat,Épinal,Non renseigné
50160000018,RICHARD FLEURY François,1806,"Jacques de Molay, grand maître des Templiers",1993,2004,France,M5016,musée national des châteaux de Malmaison et de Bois Préau,Non renseigné,"portrait (Molay Jacques, templier)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Rueil-Malmaison,Ile-de-France,48.877761,2.187376,53,42,peinture à l'huile,bois,Non renseigné,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques%20de%20Molay%2C%20grand%20ma%C3%AEtre%20des%20Templiers%20-%20Fleury%20Fran%C3%A7ois%20Richard%20-%20MBA%20Lyon%202014.jpg,True,1777-02-25,1777,1852-03-14,1852,France,Lyon,Écully,Non renseigné
50160000027,LEFEVRE Robert,1805,L'Impératrice Joséphine en robe de cour à chérusques,1997,2004,France,M5016,musée national des châteaux de Malmaison et de Bois Préau,portrait,"portrait (Joséphine, robe, diadème)",propriété de l'État,achat,achat,Rueil-Malmaison,Ile-de-France,48.877761,2.187376,48,62,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Lefevre%2003b.jpg,True,1755-09-24,1755,1830-10-03,1830,France,Bayeux,Paris,Non renseigné
50160000042,MASSOT Firmin,1812,Portrait de l'Impératrice Joséphine,2003,2004,France,M5016,musée national des châteaux de Malmaison et de Bois Préau,portrait,"portrait (Joséphine, impératrice, femme, robe, collier)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Rueil-Malmaison,Ile-de-France,48.877761,2.187376,27,31,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Josephine%20by%20Massot.jpg,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
50160000044,APPIANI Andrea,1807,"Portrait de l'Impératrice Joséphine (1763-1814), en costume de Reine d'Italie",,2004,Italie,M5016,musée national des châteaux de Malmaison et de Bois Préau,portrait,"portrait (Joséphine, impératrice, femme, bijou, diadème, couronne, robe, dentelle)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Rueil-Malmaison,Ile-de-France,48.877761,2.187376,74,98,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9phine%20Reine%20d%27Italie%20by%20Andrea%20Appiani.png,True,,,,,Non renseigné,Non renseigné,Non renseigné,Non renseigné
50160000047,GERARD François Baron atelier,1810,Portrait de Napoléon en costume du sacre,1995,2004,France,M5016,musée national des châteaux de Malmaison et de Bois Préau,portrait,"portrait (Napoléon Ier, homme, en pied, de face, attribut de la royauté, décoration, manteau : sacre, siège)",propriété de l'État,don,don,Rueil-Malmaison,Ile-de-France,48.877761,2.187376,150,205,peinture à l'huile,bois,Portrait,,False,1770-05-04,1770,1837-01-11,1837,France,Rome,Paris,Non renseigné
50160000057,GROS Antoine Jean baron,1803,"Portrait équestre de Bonaparte, 1er Consul à Marengo",,2004,France,M5016,musée national des châteaux de Malmaison et de Bois Préau,portrait équestre,"portrait (Bonaparte Napoléon, homme, cheval, Consulat, bataille, Marengo)",propriété de l'État,mode d'acquisition inconnu,mode d'acquisition inconnu,Rueil-Malmaison,Ile-de-France,48.877761,2.187376,242,306,peinture à l'huile,bois,Portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Bonaparte%20by%20Gros%201803.jpg,True,1771-03-16,1771,1835-06-26,1835,France,Paris,Meudon,néo-classicisme
